Kode URL;Unit Kerja;Ruang;No;Nibar;Nomor Register;Kode Barang;Nama Barang;Spesifikasi Nama Barang;Merk/Type;Tahun Perolehan;Jumlah;Satuan;Ket.
Gudang_Atas_AB;BALAI PSTW UNIT ABIYOSO;Gudang Atas AB;17;95848;1;01.03.02.06.02.06.002;Wireless Amplifier;;wireles(212);2005;1;Buah;PSTW Abiyoso 
Gudang_Bawah_AB;BALAI PSTW UNIT ABIYOSO;Gudang Bawah AB;1;95746;2;01.03.02.05.02.06.078;Mesin Pompa Air;;simizu;2017;1;Buah;Belanja modal pengadaan Pompa air 5.2.3.11.22
Gudang_Bawah_AB;BALAI PSTW UNIT ABIYOSO;Gudang Bawah AB;2;95939;10;01.03.02.07.01.12.007;Tiang Keseimbangan;;wolker(315);2005;1;Buah;PSTW abiyoso
Gudang_Bawah_AB;BALAI PSTW UNIT ABIYOSO;Gudang Bawah AB;3;95941;12;01.03.02.07.01.12.007;Tiang Keseimbangan;;wolker(327);2005;1;Buah;PSTW abiyoso 
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;4;93550;1;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;3;93568;19;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;2;93569;20;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;1;93570;21;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;5;94024;385;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;6;94244;100;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2017;1;Buah;-
Gudang_PJS_BL;BALAI PSTW UNIT ABIYOSO;Gudang PJS BL;7;95550;3;01.03.02.05.02.04.004;A.C. Split;;Samsung;2014;1;Unit;Budhi Luhur
isolasi_BL;BALAI PSTW UNIT ABIYOSO;isolasi BL;4;220002685;10;01.03.02.05.02.06.038;Dispenser;Dispenser - plastik/besi;miyako;2022;1;Unit;pembelian dispenser
isolasi_BL;BALAI PSTW UNIT ABIYOSO;isolasi BL;1;93638;27;01.03.02.05.02.01.003;Kursi Besi/Metal;;kursi tumpuk(77);1997;1;Buah;PSTW Abiyoso
isolasi_BL;BALAI PSTW UNIT ABIYOSO;isolasi BL;2;94311;54;01.03.02.05.02.01.004;Kursi Kayu;;kursi kayu (64);1999;1;Buah;PSTW Budhi Luhur
isolasi_BL;BALAI PSTW UNIT ABIYOSO;isolasi BL;3;95511;6;01.03.02.05.02.02.003;Jam Elektronik;;jam dinding(122);2012;1;Buah;PSTW Abiyoso PSTW Budhi Luhur
Loby_AB;BALAI PSTW UNIT ABIYOSO;Loby AB;1;94516;1;01.03.02.05.02.01.005;Sice;;Zice (110);2000;1;Unit;PSTW Abiyoso 
Loby_AB;BALAI PSTW UNIT ABIYOSO;Loby AB;2;94932;8;01.03.02.05.02.01.055;Lemari Kayu;;lemari arsip (51);2000;1;Buah;PSTW Abiyoso
Loby_AB;BALAI PSTW UNIT ABIYOSO;Loby AB;4;95170;2;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Loby_AB;BALAI PSTW UNIT ABIYOSO;Loby AB;3;95171;3;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Loby_BL;BALAI PSTW UNIT ABIYOSO;Loby BL;2;93831;192;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
Loby_BL;BALAI PSTW UNIT ABIYOSO;Loby BL;1;93833;194;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
Loby_BL;BALAI PSTW UNIT ABIYOSO;Loby BL;3;93988;349;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
Loby_BL;BALAI PSTW UNIT ABIYOSO;Loby BL;4;94531;16;01.03.02.05.02.01.005;Sice;;zice kayu(93);2000;1;Unit;PSTW Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;3;93803;164;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;1;93805;166;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;11;93806;167;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;10;93807;168;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;9;93808;169;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;8;93809;170;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;7;93810;171;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;2;93819;180;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;5;93965;326;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;4;93970;331;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;6;93971;332;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;17;94103;59;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;12;94106;62;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;16;94127;83;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;15;94128;84;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;14;94129;85;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;13;94135;91;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;18;94836;1;01.03.02.05.02.01.013;Meja Podium;;kayu(72);2000;1;Buah;PSTW Abiyoso
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;19;95142;8;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;23;95143;9;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;22;95144;10;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;21;95145;11;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;20;95146;12;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;24;95504;3;01.03.02.05.02.02.003;Jam Elektronik;;jam dinding(132);2009;1;Buah;PSTW Abiyoso PSTW Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;25;95521;1;01.03.02.05.02.02.003;Jam Elektronik;;;2016;1;Unit;jam waktu sholad
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;26;95974;31;01.03.02.07.01.12.007;Tiang Keseimbangan;;Hand Relay(252);2008;1;Meter;PSTW Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;28;95975;32;01.03.02.07.01.12.007;Tiang Keseimbangan;;Hand Relay(252);2008;1;Buah;PSTW Budhi Luhur
Mushola_AB;BALAI PSTW UNIT ABIYOSO;Mushola AB;27;95978;35;01.03.02.07.01.12.007;Tiang Keseimbangan;;Hand Relay(252);2008;1;Buah;PSTW Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;1;94924;12;01.03.02.05.02.01.055;Lemari Kayu;;;1996;1;Buah;PSTW Abiyoso
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;7;95135;1;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;5;95136;2;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;2;95137;3;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;4;95138;4;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;6;95139;5;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;3;95141;7;01.03.02.05.02.01.065;Tikar;;;2014;1;Helai;PSTW Abiyoso dan Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;8;95522;2;01.03.02.05.02.02.003;Jam Elektronik;;;2016;1;Unit;jam waktu sholad
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;9;95963;20;01.03.02.07.01.12.007;Tiang Keseimbangan;;Hand Relay(252);2008;1;Buah;PSTW Budhi Luhur
Mushola_BL;BALAI PSTW UNIT ABIYOSO;Mushola BL;10;95965;22;01.03.02.07.01.12.007;Tiang Keseimbangan;;Hand Relay(252);2008;1;Buah;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;51;20230341116;1;01.03.02.07.01.01.005;Tensimeter;Tensimeter - plastik;OMRON;2023;1;Unit;Pengadaan tensimeter
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;50;20230341117;2;01.03.02.07.01.01.005;Tensimeter;Tensimeter - plastik;OMRON;2023;1;Unit;Pengadaan tensimeter
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;49;20230341118;3;01.03.02.07.01.01.005;Tensimeter;Tensimeter - plastik;OMRON;2023;1;Unit;Pengadaan tensimeter
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;48;20230341119;4;01.03.02.07.01.01.005;Tensimeter;Tensimeter - plastik;OMRON;2023;1;Unit;Pengadaan tensimeter
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;58;20230573240;1;01.03.02.07.01.01.208;Tabung Oksigen;Tabung oksigen - besi;-;2023;1;Buah;hibah
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;57;20230573241;2;01.03.02.07.01.01.208;Tabung Oksigen;Tabung oksigen - besi;-;2023;1;Buah;hibah
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;65;20230573242;1;01.03.02.07.01.12.002;Wheel Chair (Alat Kesehatan Rehabilitasi Medis);Wheel Chair - besi;-;2023;1;Buah;Hihah
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;34;220002678;3;01.03.02.05.02.06.038;Dispenser;Dispenser - plastik/besi;miyako;2022;1;Unit;pembelian dispenser
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;33;220002679;4;01.03.02.05.02.06.038;Dispenser;Dispenser - plastik/besi;miyako;2022;1;Unit;pembelian dispenser
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;32;220221453;1;01.03.02.05.02.06.002;Televisi;Televisi - Plastik dan kaca;sharp;2022;1;Unit;
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;31;220221459;1;01.03.02.05.02.04.004;A.C. Split;A C Split - plastik/besi;;2022;1;Unit;
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;66;93428;1;01.03.02.10.02.02.006;CPU (Peralatan Mini Komputer);;Asus;2020;1;Unit;Komputer PC
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;1;93483;2;01.03.02.05.01.04.005;Filing Cabinet Besi;;filling 27;1994;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;2;93499;1;01.03.02.05.01.04.027;Lemari Kaca;;etalase kaca30;2000;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;3;93501;1;01.03.02.05.01.04.027;Lemari Kaca;;-;2020;1;Buah;Pengadaan lemari kaca
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;4;93531;3;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (67);1982;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;5;93598;13;01.03.02.05.02.01.003;Kursi Besi/Metal;;kursi besi tumpuk(79);1994;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;6;93602;17;01.03.02.05.02.01.003;Kursi Besi/Metal;;kursi besi tumpuk(79);1994;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;7;94130;86;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;8;94254;1;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu (86);1996;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;10;94256;3;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu (86);1996;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;9;94257;4;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu (86);1996;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;14;94426;1;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(90);2005;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;13;94427;2;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(90);2005;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;11;94428;3;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(90);2005;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;12;94436;11;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(90);2005;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;15;94567;1;01.03.02.05.02.01.009;Tempat Tidur Besi;;Tempat tidur besi(97);2009;1;Buah;PSTW Abiyoso 
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;16;94847;9;01.03.02.05.02.01.024;Meja 1/2 Biro;;meja 1/2 biro(119);2000;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;17;94926;2;01.03.02.05.02.01.055;Lemari Kayu;;lemari tempat obat 54;2000;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;18;94933;9;01.03.02.05.02.01.055;Lemari Kayu;;lemari tempat obat 54;2000;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;20;95164;17;01.03.02.05.02.01.071;Lemari Pakaian;;solid wood (153);2006;1;Buah;PSTW Budhi LUhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;19;95165;18;01.03.02.05.02.01.071;Lemari Pakaian;;solid wood (153);2006;1;Buah;PSTW Budhi LUhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;24;95207;39;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;30;95208;40;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;22;95209;41;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;29;95218;50;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;28;95219;51;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;27;95220;52;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;21;95237;69;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;26;95242;74;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;23;95244;76;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;25;95258;90;01.03.02.05.02.01.078;Gordyn;;;2014;1;Meter;PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;35;95850;1;01.03.02.07.01.01.001;Sterilisator;;sterilisator(313);1982;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;36;95851;1;01.03.02.07.01.01.002;Minor Surgical Set (Alat Kedokteran Umum);;-;2020;1;SET;Pengadaan minor set
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;37;95853;1;01.03.02.07.01.01.004;Stetoscope (Alat Kedokteran Umum);;stetos(332);2005;1;Buah;PSTW abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;38;95856;1;01.03.02.07.01.01.004;Stetoscope (Alat Kedokteran Umum);;;2016;1;Unit;
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;39;95858;2;01.03.02.07.01.01.005;Tensimeter;;tensi Stand(320);2005;1;Buah;PSTW Budhi luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;41;95863;1;01.03.02.07.01.01.005;Tensimeter;;tensi elektrik(300);2012;1;Buah;PSTW Abiyoso dan PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;40;95864;2;01.03.02.07.01.01.005;Tensimeter;;tensi elektrik(300);2012;1;Buah;PSTW Abiyoso dan PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;43;95865;1;01.03.02.07.01.01.005;Tensimeter;;;2014;1;Unit;Pstw Abiyoso dan Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;42;95866;2;01.03.02.07.01.01.005;Tensimeter;;;2014;1;Unit;Pstw Abiyoso dan Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;44;95869;1;01.03.02.07.01.01.005;Tensimeter;;;2016;1;Unit;
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;46;95871;1;01.03.02.07.01.01.005;Tensimeter;;Omron/HEM-6131;2019;1;Unit;Pengadaan tensimeter Bpstw
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;45;95872;2;01.03.02.07.01.01.005;Tensimeter;;Omron/HEM-6131;2019;1;Unit;Pengadaan tensimeter Bpstw
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;47;95875;1;01.03.02.07.01.01.005;Tensimeter;;Omron;2020;1;Unit;Pengadaan tensimeter
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;52;95880;1;01.03.02.07.01.01.009;Timbangan Badan (Alat Kedokteran Umum);;timbangan (305);2008;1;Buah;PSTW Abiyoso dan PSTW Budhi Luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;53;95881;2;01.03.02.07.01.01.009;Timbangan Badan (Alat Kedokteran Umum);;;2008;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;54;95883;1;01.03.02.07.01.01.009;Timbangan Badan (Alat Kedokteran Umum);;Eriniti/ZT-150A;2019;1;Unit;Pengadaan Timbangan Baidan Plus Pengukur tingg
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;55;95885;1;01.03.02.07.01.01.020;Gunting Bengkok;;gunting bengkok(330);1982;1;Buah;PSTW abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;56;95887;1;01.03.02.07.01.01.208;Tabung Oksigen;;Tabung Oksigen(308);1997;1;Buah;PSTW Abiyoso
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;59;95894;1;01.03.02.07.01.01.214;Lain-lain Alat Kedokteran Umum;;regurator o2(318);2012;1;Buah;PSTW abiyoso PSTW Budhi luhur
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;61;95897;1;01.03.02.07.01.01.214;Lain-lain Alat Kedokteran Umum;;;2014;1;Unit;Alat Cek Gula Darah
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;60;95899;3;01.03.02.07.01.01.214;Lain-lain Alat Kedokteran Umum;;;2014;1;Unit;Regurator Oksigen
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;62;95901;1;01.03.02.07.01.01.214;Lain-lain Alat Kedokteran Umum;;;2016;1;Unit;lampu infrared
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;63;95902;2;01.03.02.07.01.01.214;Lain-lain Alat Kedokteran Umum;;;2016;1;Unit;lampu infrared
Poliklinik_AB;BALAI PSTW UNIT ABIYOSO;Poliklinik AB;64;95907;1;01.03.02.07.01.08.024;Nebulizer;;;2014;1;Unit;PSTW Abiyoso
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;1;93497;1;01.03.02.05.01.04.007;Brandkas;;brankas (28);1999;1;Buah;PSTW Budhi Luhur
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;4;93571;22;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;3;93572;23;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;2;93573;24;01.03.02.05.02.01.002;Meja Kerja Kayu;;meja kayu (65);1999;1;Buah;PSTW Budhi Luhur
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;5;93834;195;01.03.02.05.02.01.003;Kursi Besi/Metal;;Kursi besi (78);2000;1;Buah;PSTW Budhi Luhur
R._Bendahara_BL;BALAI PSTW UNIT ABIYOSO;R. Bendahara BL;6;95546;1;01.03.02.05.02.04.004;A.C. Split;;Samsung;2013;1;Buah;Ac Ruangan
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;12;220002681;6;01.03.02.05.02.06.038;Dispenser;Dispenser - plastik/besi;miyako;2022;1;Unit;pembelian dispenser
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;3;94247;3;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(84);1986;1;Buah;PSTW Abiyoso 
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;2;94249;5;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(84);1986;1;Buah;PSTW Abiyoso 
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;1;94252;8;01.03.02.05.02.01.004;Kursi Kayu;;dingklik kayu(84);1986;1;Buah;PSTW Abiyoso 
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;4;94886;14;01.03.02.05.02.01.053;Meja Makan;;meja makan (73);2000;1;Buah;PSTW Abiyoso
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;5;94921;9;01.03.02.05.02.01.055;Lemari Kayu;;;1996;1;Buah;PSTW Abiyoso
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;7;94958;11;01.03.02.05.02.01.055;Lemari Kayu;;lemari(121);2009;1;Buah;PSTW Abiyoso 
R._Isolasi_AB;BALAI PSTW UNIT ABIYOSO;R. Isolasi AB;6;94975;28;01.03.02.05.02.01.055;Lemari Kayu;;lemari(121);2009;1;Buah;PSTW Abiyoso 
